investor_id,investor_name,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry_1,preferred_industry_2,primary_investor_type,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments
2977,The John P. & Anne Welsh McNulty Foundation,,,,48.41,,,,,,,,,,,,,Other Financial Services,Other Information Technology,Impact Investing,,,,,2,,,,2,,2
2978,TheJon Holden DeHaan Foundation,2,,,8.10,,Grant,,0.20,Other,2,1,,,2,,,Healthcare Devices and Supplies,,Other,,,,,,,,,,,
2979,TheJoshua Mailman Foundation,2,,,17.05,,Later Stage VC,,,Venture Capital,,,,,,1,,Energy Equipment,Exploration,Venture Capital,,,,,,,,,,,2
2980,The Judd Leighton Foundation,1,,,72.95,,Seed Round,4.52,1.53,Venture Capital,1,,,,1,,,Healthcare Technology Systems,Pharmaceuticals and Biotechnology,Limited Partner,,,,,1,,,,1,,
2981,The JumpFund,47,,2,7.70,0.87,Later Stage VC,13.00,5.00,Venture Capital,26,8,2,,20,11,5.00,Financial Services,Healthcare,Venture Capital,5,3.75,2.5,2,26,8,,,20,11,47
2982,The Kraft Family Foundation,54,,,64.09,,Later Stage VC,"1,250.00",150.00,Venture Capital,22,9,7,1,16,19,,Pharmaceuticals and Biotechnology,Software,Limited Partner,,,,,21,9,5,,16,19,54
2983,The Lambda Funds,12,,4,40.00,0.00,Seed Round,,3.40,Venture Capital,1,1,1,1,3,8,8.00,Software,,Venture Capital,23.4,9.93,5.3,4,1,,,,3,8,12
2984,The Legler Benbough Foundation,1,,,20.63,,Equity Crowdfunding,,0.21,Individual,1,,,,1,,,Commercial Services,Other Business Products and Services,Other,,,,,,,,,,,
2985,The Leo Group,4,,1,52.55,,Buyout/LBO,,,Private Equity,1,1,1,,1,2,,Other Financial Services,,Lender/Debt Provider,,,,,,,,,,2,4
2986,The Livestrong Foundation,3,,,44.40,,Grant,,0.18,Other,,,,,3,,,Pharmaceuticals and Biotechnology,Software,Limited Partner,,,,,,,,,3,,3
2987,The Longevity Fund,29,,3,37.00,6.55,Early Stage VC,122.00,27.00,Venture Capital,22,7,2,1,17,7,8.70,Pharmaceuticals and Biotechnology,,Venture Capital,22,8.7,4,3,22,7,2,,17,7,29
2988,The Louis Calder Foundation,5,,,"183,82",,Grant,,0.10,Other,,,,,3,,,Services (Non-Financial),,Limited Partner,,,,,,,,,3,,5
2989,The Markle Foundation,1,,,119.02,,Later Stage VC,20.71,5.41,Venture Capital,,,,,,1,,Healthcare Technology Systems,Media,Limited Partner,,,,,,,,,,,
2990,The Meloy Fund,5,,1,10.00,4.56,Later Stage VC,,,Venture Capital,4,4,3,3,5,,22.00,Commercial Services,Retail,Impact Investing,22,22,22,,4,4,3,3,5,,5
2991,The Michelson Organization,,,1,62.20,62.25,,,,,,,,,,,62.25,,,Real Estate,62.25,62.25,62.25,,,,,,,,
2992,The Miles Foundation,2,,,40.86,,Later Stage VC,,15.20,Venture Capital,2,1,1,1,1,,,Other Financial Services,Software,Other,,,,,2,1,1,,1,,2
2993,The Mustang Group,21,,,40.00,,Buyout/lBO,,,Private Equity,5,3,2,,3,10,,Other Information Technology,Restaurants,PE/Buyout,,,,,,,,,,,
2994,The New York Stem Cell Foundation,,,,64.24,,,,,,,,,,,,,Biotechnology,Other Pharmaceuticals and Biotechnology,Impact Investing,,,,,5,3,2,,3,10,21
2995,The Omnia Group,17,,1,45.00,,Buyout/LBO,,,Private Equity,,,,,3,11,,Commercial Products,,Family Office,,,,1,,,,,3,11,17
2996,The Operand Group,38,,2,21.20,17.89,Buyout/LBO,,,Private Equity,27,8,4,2,23,9,19.38,Consumer Durables,Consumer Non-Durables,PE/Buyout,19.38,18.43,17.48,2,26,8,4,2,23,9,38
2997,The Paul G. Allen Frontiers Group,,,1,30.00,3.00,,,,,,,,,,,30.00,,,Not-For-Profit Venture Capital,30,30,30,1,,,,,,,
2998,The Pauls Corporation,,,2,85.50,82.36,,,,,,,,,,,19.90,,,Real Estate,65.6,42.75,19.9,2,,,,,,,
2999,The Peter and Elizabeth C. Tower Foundation,1,,,151.19,,Early Stage VC,4.00,1.00,Venture Capital,1,1,,,1,,,,,Impact Investing,,,,,,,,,,,
3000,The Price Family Foundation,1,,,15.84,,PIPE,,220.00,Corporate,1,1,1,1,1,,,,,Corporation,,,,,,,,,,,
3001,The Queen's Health Systems,5,,,140.46,,Merger/Acquisition,,,Corporate,2,,,,2,,,Clinics/Outpatient Services,Elder and Disabled Care,Corporation,,,,,,,,,,,
3002,The RlJ Companies,1,,1,135.00,0.00,Corporate,,,Corporate,,,,,1,3,2.800.00,Healthcare Services,Insurance,Holding Company,2800,2800,2800,,2,,,,2,3,5
3003,The Robenson Foundation,1,,,2.04,,Grant,,20.00,Other,,,,,1,,,Media,Software,Limited Partner,,,,,,,,,1,,1
3004,The Roda Group,37,,9,10.00,0.62,later Stage VC,,12.00,Venture Capital,5,2,2,,3,11,2.35,Commercial Services,Healthcare Devices and Supplies,Venture Capital,6.99,2.35,0.61,9,5,2,,,3,11,37
3005,The Sage Group,10,,1,55.00,9.30,Buyout/lBO,,,Private Equity,,,,,,7,55,Apparel and Accessories,Commercial Products,Investment Bank,,,,,,,,,,,
3006,The Sandy River Charitable Foundation,1,,,30.26,,later Stage VC,14.67,5.67,Venture Capital,1,1,1,,1,,,,,Corporation,55,55,55,,,,,,,7,10
3007,The Schuster Group,,,1,100.00,21.82,,,,,,,,,,,100.00,,,Real Estate,100,100,100,,,,,,,,
3008,The Simms/Mann Family Foundation,1,,,68.43,,Early Stage VC,4.30,1.45,Venture Capital,,,,,,1,,,,Other,,,,,,,,,,,
3009,The Smart Family Foundation,2,,,0.38,,PE Growth/Expansion,42.83,7.14,Private Equity,1,1,1,,2,,,Commercial Services,Media,Other,,,,,,,,,2,,2
3010,The Social Entrepreneurs Fund,24,,1,26.50,10.39,Seed Round,,8.64,Venture Capital,14,9,6,1,17,5,26.50,Software,,Venture Capital,26.5,26.5,26.5,,13,9,5,,17,5,24
3011,The Southern Appalachian Fund,14,,2,10.00,1.60,Buyout/lBO,,,Private Equity,1,,,,,10,12.50,Software,,Venture Capital,12.5,8,3.5,2,,,,,,10,14
3012,The Supporters Fund,8,,,3.16,,Seed Round,,0.89,Venture Capital,7,1,,,7,1,,Energy,Financial Services,Venture Capital,,,,,,,,,,,
3013,The Tahoe Institute,1,,1,0.49,,Grant,,,Other,,,,,1,,10.00,Media,Software,Limited Partner,10,10,10,,6,,,,7,,8
3014,The Tifin Group,15,,2,49.10,45.52,Merger/Acquisition,,,Corporate,13,8,5,3,9,2,27,Software,,Venture Capital,57.91,42.46,27,2,13,8,3,3,9,2,15
3015,The Tikvah Fund,4,,,118.56,,PIPE,,,Corporate,1,,,,2,4,,Commercial Products,Computer Hardware,Limited Partner,,,,,,,,,2,4,4
3016,"The University Foundation, California State University, Chico",1,,,84.41,,Accelerator/Incubator,,0.01,Other,,,,,,1,,Software,,Limited Partner,,,,,,,,,,,
3017,The University of Akron,5,,1,67.67,,Grant,,0.01,Other,2,,,,3,2,,Chemicals and Gases,Construction (Non-Wood),Limited Partner,,,,,2,,,,3,2,5
3018,The Valhalla Charitable Foundation,5,,,97.55,,Seed Round,6.15,2.65,Venture Capital,1,,,,2,2,,Software,,Limited Partner,,,,,,,,,2,2,5
3019,The Venture Center,98,,3,1.50,0.02,Early Stage VC,92.00,22.00,Venture Capital,82,27,12,1,72,14,,Commercial Services,Other Financial Services,Accelerator/Incubator,0.1,0.08,0.05,3,82,26,10,,72,14,98
3020,The Venture Collective,44,,,103.30,,Early Stage VC,61.03,16.03,Venture Capital,43,42,30,13,34,1,,,,Venture Capital,,,,,43,40,23,9,34,1,44
3021,The Virgin Foundation,1,,,23.26,,Accelerator/Incubator,,,Other,,,,,,1,,Commercial Services,,Impact Investing,,,,,,,,,,,
3022,The W Fund,29,,1,20.00,2.76,Seed Round,57.00,20.00,Venture Capital,12,4,4,2,9,13,20.00,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,20,20,20,,9,4,3,2,9,13,29
3023,The Wal-Mart Foundation,11,,,19.74,,Grant,,3.50,Other,4,,,,8,2,,Services (Non-Financial),,Limited Partner,,,,,4,,,,8,2,11
3024,Theodorus,53,,4,76.99,0.00,Early Stage VC,,3.75,Venture Capital,21,8,7,3,23,19,45.03,Commercial Products,Healthcare Devices and Supplies,Venture Capital,45.03,"26,59",6.41,4,21,8,6,3,23,19,53
3025,Third Kind Venture Capital,147,,3,44.30,7.70,Seed Round,,5.60,Venture Capital,79,43,29,15,69,51,,Financial Software,Other Financial Services,Venture Capital,44.33,44.33,44.33,3,79,41,26,12,69,51,147
3026,Third Round Analytics Capital,32,,2,31.00,34.17,Seed Round,,6.00,Venture Capital,27,24,16,9,31,,31.00,,,Venture Capital,31.18,31.09,31,2,27,24,14,6,31,,32
3027,Third Sphere,109,,3,40.30,4.70,Early Stage VC,,,Venture Capital,73,33,22,11,82,13,20.00,Agriculture,Business Products and Services (B2B),Venture Capital,20,10,1.3,3,71,31,18,7,82,13,109
3028,Thomas Lehrman,53,,,104.70,,Later Stage VC,"1,100.00",157.00,Venture Capital,8,2,2,,21,26,,Software,,Angel (individual),,,,,7,2,2,,21,26,53
3029,Thomson Kelvin Capital,,,,150.00,,,,,,,,,,,,150,Business Products and Services (B2B),Information Technology,Venture Capital,150,150,150,,,,,,,,
3030,Three Corners Capital,,,,130.00,,,,,,,,,,,,,Other Financial Services,,Impact Investing,,,,,,,,,,,
3031,Three Leaf Ventures,20,,1,50.00,4.38,Later Stage VC,34.18,15.00,Venture Capital,8,,,,7,9,50.00,Healthcare Devices and Supplies,Healthcare Technology Systems,Corporate Venture Capital,50,50,50,,8,,,,7,9,20
3032,Thursday Ventures,17,,,100.00,,Seed Round,19.50,4.50,Venture Capital,17,12,10,9,13,,,,,Venture Capital,,,,,17,12,10,6,13,,17
3033,Thynk Ventures,9,,,50.00,,Later Stage VC,9.00,1.50,Venture Capital,4,1,1,1,8,2,,Software,,Venture Capital,,,,,4,1,1,,8,2,9
3034,Tl Venture,58,,1,160.00,0.00,Later Stage VC,,19.00,Venture Capital,,,,,1,34,30,Software,,Corporate Venture Capital,30,30,30,,,,,,,34,58
3035,Tierney Family Foundation,1,,,6.45,,PIPE,,1.00,Private Equity,,,,,,1,,Healthcare Technology Systems,,Family Office,,,,,,,,,,1,
3036,Tigris Ventures,11,,,20.00,,Seed Round,12.04,3.04,Corporate,4,,,,3,7,,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,,,,,4,,,,3,7,11
3037,Timber Bay Partners,,,2,135.00,276.49,,,,,,,,,,,305.00,,,Secondary Buyer,305,220,135,2,,,,,,,
3038,Timothy And Michele Barakett Foundation,4,,,49.52,,Early Stage VC,,17.50,Venture Capital,3,2,,,3,,,Consume,Non-Durables,Other,,,,,3,,,,3,,4
3039,Timothy Ferriss,59,,,100.00,,Seed Round,,35.00,Venture Capital,10,4,3,1,17,35,,Software,,Angel (individual),,,,,9,4,2,,17,35,59
3040,Tin Shed Ventures,10,,1,20.00,,Later Stage VC,,8.00,Venture Capital,2,,,,9,,,Commercial Services,,Corporate Venture Capital,20,20,20,,2,,,,9,,10
3041,Titanium Investments,26,,1,50.00,0.00,Later Stage VC,,4.00,Venture Capital,2,,,,9,10,50,Commercial Services,Software,Venture Capital,50,50,50,,2,,,,9,10,26
3042,TitleCard Capital,1,,1,17.72,1.29,Early Stage VC,45.00,9.00,Venture Capital,,,,,1,,12.91,Consumer Durables,Retail,PE/Buyout,12.91,12.91,12.91,,,,,,,,
3043,TJ Capital Management,1,,,23.80,,Secondary Transaction,4.88,0.78,Private Equity,,,,,,1,,,,Hedge Fund,,,,,,,,,,,
3044,TJM Capital Partners,20,,,150.00,,PE Growth/Expansion,,,Private Equity,14,5,3,2,12,1,,Agriculture,Building Products,PE/Buyout,,,,,14,5,2,,12,,20
3045,TJNS Capital,21,,1,2.59,0.45,Later Stage VC,33.51,8.51,Venture Capital,2,2,,,4,17,2.59,Software,,Venture Capital,2.59,2.59,2.59,,2,,,,4,17,21
3046,TMC Innovation,244,,1,25.00,4.60,Accelerator/Incubator,,,Other,164,21,13,7,189,34,25,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Accelerator/Incubator,25,25,25,,141,18,11,6,189,34,244
3047,TMV(Trail Mix Ventures),54,,2,45.00,13.30,Later Stage VC,100.50,34.00,Venture Capital,48,17,12,7,33,6,16.23,Software,,Venture Capital,16.23,13.72,11.21,2,45,16,12,6,33,6,54
3048,Tomorrow Blockchain Opportunities,1,,1,50.00,13.06,Early Stage VC,,0.75,Venture Capital,1,,,,,1,50,Software,,Venture Capital,50,50,50,,1,,,,,,
3049,Topping Capital,8,,3,0.05,0.00,Later Stage VC,6.50,1.50,Venture Capital,4,,,,7,1,,Commercial Services,Other Financial Services,Merchant Banking Firm,0.05,0.05,0.05,3,3,,,,7,,8
3050,Topspin Venture,64,,2,213.00,0.00,Later Stage VC,121.63,64.00,Venture Capital,7,1,,,7,30,0.50,Commercial Products,Construction (Non-Wood),Venture Capital,213,106.75,a.so,2,6,,,,7,30,64
3051,Torrey Pines Investment,29,,3,90.00,11.04,Seed Round,20.80,7.80,Venture Capital,7,1,1,,9,20,60.00,Pharmaceuticals and Biotechnology,,Venture Capital,60,45,30,3,7,,,,9,20,29
3052,Touchdown Ventures,73,,7,218.18,,Later Stage VC,,33.00,Venture Capital,63,37,19,10,59,12,,Consumer Products and Services (B2C),Healthcare,Corporate Venture Capital,100,50,50,7,63,33,17,8,59,12,73
3053,Town of Fairfield Employees' Retirement System,1,,,247.03,,Grant,3.00,0.01,Other,1,,,,1,,,,,Other,,,,,1,,,,1,,1
3054,Townsend Capital,13,,1,19.00,3.86,Buyout/LBO,,,Venture Capital,2,,,,2,14,19.00,Commercial Products,Energy Services,Real Estate,19,19,19,,2,,,,2,14,13
3055,Towson University Foundation,5,,,86.13,,Accelerator/Incubator,,0.01,Other,3,2,1,,5,1,,Healthcare Services,Software,Limited Partner,,,,,3,2,,,5,1,5
3056,Toyota USA Foundation,2,,,105.11,,Grant,,0.05,Other,2,,,,2,,,Commercial Products,Consumer Non-Durables,Corporation,,,,,2,,,,2,,2
3057,Traction Capital,2,,1,16.60,11.62,Seed Round,,1.00,Venture Capital,2,2,1,1,2,,16.60,Commercial Products,Commercial Services,Venture Capital,16.6,16.6,16.6,,2,2,,,2,,2
3058,Trade Street Capital,3,,1,100.00,4.87,PE Growth/Expansion,,,Private Equity,,,,,1,2,100,Other Business Products and Services,Other Consumer Products and Services,PE/Buyout,100,100,100,,,,,,,2,3
3059,Trailblazer Capital,23,,3,33.80,2.53,Later Stage VC,22.25,8.03,Venture Capital,,,,,10,8,24.38,Capital Markets/Institutions,Energy Services,Venture Capital,24.38,5,4.4,3,,,,,10,8,23
3060,Transcend Fund,22,,1,50.00,20.00,Early Stage VC,500.00,25.00,Venture Capital,20,18,11,5,19,,50,Software,,Venture Capital,50,50,50,,20,18,8,3,19,,22
3061,Transition Capital Partners,55,,,200.00,,Buyout/LBO,,,Private Equity,11,3,2,,5,30,,Commercial Services,Distributors/Wholesale,PE/Buyout,,,,,10,3,2,,5,30,55
3062,Translational Accelerator,4,,1,20.00,1.00,Later Stage VC,172.61,15.85,Venture Capital,,,,,3,2,20.00,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Accelerator/Incubator,20,20,20,1,,,,,3,2,4
3063,Translink Investment,57,,6,160.00,29.36,Seed Round,,3.00,Venture Capital,35,20,6,3,47,3,17.95,Software,,Venture Capital,32.17,20.62,1.83,6,35,18,5,,47,3,57
3064,Transmedia Capital,105,,3,30.00,2.63,Seed Round,,2.50,Venture Capital,31,7,6,1,32,58,18.35,Media,Software,Venture Capital,18.35,10.64,2.93,3,28,7,4,,32,58,105
3065,Traveller Capital Advisors,,,3,38.24,10.10,,,,,,,,,,,15.40,,,Secondary Buyer,24.2,15.4,9.3,3,,,,,,,
3066,Treadstone Partners,4,,1,60.00,6.74,Buyout/LBO,24.15,24.15,Private Equity,,,,,,5,60,Commercial Products,Containers and Packaging,PE/Buyout,60,60,60,,,,,,,5,4
3067,Treetop Capital,,,1,0.84,0.00,,,,,,,,,,,2.40,Aquaculture,Cultivation,Impact Investing,2.4,2.4,2.4,,,,,,,,
3068,Trend Forward Capital,25,,1,100.00,39.86,Early Stage VC,,,Venture Capital,20,10,7,2,19,5,100.00,Commercial Services,Communications and Networking,Corporate Venture Capital,100,100,100,,20,10,6,2,19,5,25
3069,Treo Ventures,7,,1,128.00,100.40,Later Stage VC,105.71,65.71,Venture Capital,7,5,1,,5,3,128.00,Biotechnology,Diagnostic Equipment,Venture Capital,128,128,128,,7,4,,,5,3,7
3070,Trestle Partners,6,,1,30.00,21.00,Later Stage VC,50.29,10.29,Venture Capital,5,3,1,,5,1,30,Business/Productivity Software,Commercial Services,Venture Capital,30,30,30,,5,3,,,5,,6
3071,TRGC,40,,,50.00,,Seed Round,,5.80,Venture Capital,34,29,15,5,36,3,,Business Products and Services (B2B),Internet Service Providers,Venture Capital,,,,,,,,,,,
3072,Triad Properties,,,1,0.20,0.14,,,,,,,,,,,0.20,Buildings and Property,Real Estate Services (B2C),Real Estate,0.2,0.2,0.2,1,34,29,10,3,36,3,40
3073,Triathlon Medical Ventures,48,,2,105.00,0.00,PIPE,,40.00,Venture Capital,1,,,,,21,,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,105,105,105,2,,,,,,21,48
3074,TRIBUS,5,,,150.00,,Merger/Acquisition,,,Corporate,3,1,,,1,1,,Software,,Corporation,,,,,3,,,,,1,5
3075,Trigger Media,6,,1,23.00,0.45,Later Stage VC,146.59,36.59,Venture Capital,1,,,,4,1,23.00,Media,Software,Venture Capital,23,23,23,,,,,,4,,6
3076,Trio Capital,3,,1,200.00,,Later Stage VC,,15.00,Venture Capital,1,1,1,,2,1,200.00,Communications and Networking,Media,Venture Capital,200,200,200,,,,,,2,,3
3077,TripleTree,,,,137.50,,,,,,,,,,,,,Healthcare Services,Healthcare Technology Systems,Merchant Banking Firm,,,,,,,,,,,
3078,Triton Ventures,20,,,40.00,,Later Stage VC,,18.00,Venture Capital,,,,,,13,,Software,,Venture Capital,,,,,,,,,,13,20
3079,Triventures,63,,4,200.00,3.11,Later Stage VC,80.00,25.00,Venture Capital,35,19,13,5,26,12,,Healthcare Devices and Supplies,,Venture Capital,100,30,20,4,33,19,9,3,26,12,63
3080,Tropheus Ventures,1,,,0.40,,Seed Round,1.52,0.15,Venture Capital,,,,,1,,,Energy,Industrial Supplies and Parts,Venture Capital,,,,,,,,,1,,1
3081,Troy Carter,72,,,60.00,,Early Stage VC,,19.00,Venture Capital,13,8,5,2,26,45,,Software,,Angel (individual),,,,,12,8,3,,26,45,72
3082,True Beauty Ventures,9,,1,42.00,22.60,Early Stage VC,19.46,4.46,Venture Capital,8,8,6,3,7,1,42.15,Other Consumer Non-Durables,Personal Products,Venture Capital,42.15,42.15,42.15,,8,8,6,3,7,1,9
3083,True Equity,17,,1,50.00,36.40,Later Stage VC,139.30,19.30,Venture Capital,17,16,5,3,14,3,52,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,52,52,52,,17,15,5,2,14,3,17
3084,True North Equity Partners,5,,,120.00,,Buyout/LBO,11.20,11.20,Private Equity,3,1,,,5,,,Commercial Transportation,Construction (Non-Wood),Family Office,,,,,3,,,,5,,5
3085,Truman State University Foundation,1,,,40.80,,Grant,,0.01,Other,,,,,,1,,Commercial Services,Software,Limited Partner,,,,,,,,,,,
3086,Trust Ventures,23,,3,106.24,112.73,Seed Round,20.00,5.10,Venture Capital,23,14,7,4,19,1,200,Software,,Venture Capital,200,132.06,35,3,23,13,5,4,19,,23
3087,Tryperion Partners,1,,3,101.00,0.00,Joint Venture,,,Other,,,,,1,,60.56,Buildings and Property,Real Estate Services (B2C),Real Estate,60.56,51,50,3,,,,,,,
3088,Tsai Capital,,,1,100.00,0.00,,,,,,,,,,,15.46,Business Products and Services (B2B),Consumer Products and Services (B2C),Other,15.46,15.46,15.46,,,,,,,,
3089,TSG Equity Partners,22,,1,30.00,,Buyout/LBO,,,Private Equity,3,1,,,3,11,22.30,Commercial Services,Software,PE/Buyout,22.3,22.3,22.3,,3,,,,3,11,22
3090,Tucker Max,10,,,5.00,,Equity Crowdfunding,,1.35,Venture Capital,1,,,,5,5,,Software,,Angel (individual),,,,,,,,,5,5,10
3091,Tudor Insurance Company,,,,102.14,,,,,,,,,,,,,Insurance,,Corporation,,,,,,,,,,,
3092,Tuesday Capital,307,,4,98.10,26.27,Seed Round,9.30,3.30,Venture Capital,76,26,15,8,101,152,30.09,Communications and Networking,Other Information Technology,Venture Capital,40,30.09,28,4,70,23,13,4,101,152,307
3093,Tugboat Group,62,,3,73.03,3.32,Later Stage VC,27.50,7.50,Venture Capital,,,,,11,34,43.25,Software,,Venture Capital,64,43.25,8.63,3,,,,,11,34,62
3094,Tuhaye Venture Partners,22,,1,15.00,0.00,Later Stage VC,"6,970.10",529.05,Venture Capital,19,4,1,,10,5,13.7,Software,,Venture Capital,13.7,13.7,13.7,,18,3,,,10,5,22
3095,Turbo Ventures,1,,,50.00,,Early Stage VC,100.00,22.00,Venture Capital,1,1,,,1,,,,,Family Office,,,,,1,,,,1,,
3096,TURN8,55,,1,60.00,0.00,Accelerator/Incubator,,0.09,Other,8,,,,27,23,60,Aerospace and Defense,Commercial Transportation,Venture Capital,60,60,60,,7,,,,27,23,55
3097,Twenty Five Ventures,1,,,10.00,,Later Stage VC,,2.40,Venture Capital,1,1,1,,1,,,Other Information Technology,Software,Venture Capital,,,,,,,,,1,,
3098,Twilio Fund,13,,3,50.00,35.00,Seed Round,4.84,1.54,Venture Capital,4,,,,6,8,50,Software,,Venture Capital,50,50,50,3,4,,,,6,8,13
3099,TwinRock Partners,,,8,1.45,,,,,,,,,,,,,Asset Management,Brokerage,Real Estate,3.1,2.28,1.45,8,,,,,,,
3100,TWJ Capital,18,,1,60.01,0.00,Seed Round,,0.87,Venture Capital,,,,,4,8,60.01,Software,,Growth/Expansion,60.01,60.01,60.01,,,,,,4,8,18
3101,TWV Capital Management,6,,3,25.00,0.81,Later Stage VC,10.50,2.00,Venture Capital,1,,,,3,3,16.00,Commercial Products,Commercial Services,PE/Buyout,16,5,5,3,,,,,3,3,6
3102,TXV Partners,2,,1,50.00,19.61,Seed Round,7.50,4.00,Venture Capital,2,,,,1,1,50,Commercial Services,IT Services,Venture Capital,50,50,50,,2,,,,,,2
3103,TyA Ventures,9,,,10.00,,Seed Round,31.00,1.50,Venture Capital,7,3,2,2,8,1,,,,Venture Capital,,,,,7,3,2,,8,1,9
3104,TYLT Ventures,43,,1,50.00,0.00,Early Stage VC,,18.10,Venture Capital,6,2,1,1,22,18,20.00,Software,,Venture Capital,20,20,20,,5,,,,22,18,43
3105,Tyson Ventures,20,,1,150.00,32.03,Later Stage VC,545.00,85.00,Venture Capital,19,11,5,3,10,2,150,Agriculture,Food Products,Corporate Venture Capital,150,150,150,,19,11,5,3,10,2,20
3106,Ubiquity Ventures,42,,2,100.00,47.67,Seed Round,7.90,2.40,Venture Capital,42,24,13,5,29,1,51.30,Computer Hardware,Software,Venture Capital,51.3,40.64,29.98,2,42,22,11,3,29,,42
3107,UC Santa Cruz Foundation,1,,,113.97,,Grant,,0.01,Other,,,,,1,,,Commercial Services,Containers and Packaging,University,,,,,1,,,,1,,1
3108,UCB Ventures,13,,1,164.98,,Later Stage VC,,56.64,Venture Capital,13,7,5,1,8,2,,Healthcare Technology Systems,Other Devices and Supplies,Corporate Venture Capital,164.98,164.98,164.98,,13,7,3,,8,2,13
3109,UConn Innovation Fund,15,,1,1.50,0.15,Later Stage VC,,5.00,Venture Capital,13,8,2,1,13,1,1.50,Pharmaceuticals and Biotechnology,,Venture Capital,1.5,1.5,1.5,,12,8,2,,13,,15
3110,UCSF Foundation Investment Company,3,,,1.60,,Later Stage VC,134.50,34.50,Venture Capital,2,1,,,3,,,Pharmaceuticals and Biotechnology,,University,,,,,2,,,,3,,3
3111,Ulu Ventures,247,,3,200.00,103.33,Seed Round,,,Venture Capital,161,88,53,33,132,54,138,Software,,Venture Capital,138,66,2.5,3,161,84,46,25,132,54,247
3112,Uma Thurman,1,,,45.00,,Later Stage VC,230.00,30.00,Venture Capital,1,1,,,,1,,,,Angel (individual),,,,,,,,,,,
3113,UMUC Ventures,,,,38.99,,,,,,,,,,,,,,,PE/Buyout,,,,,,,,,,,
3114,UNC Charlotte Foundation,2,,,96.53,,Accelerator/Incubator,,,Other,1,,,,2,,,Pharmaceuticals and Biotechnology,,Limited Partner,,,,,,,,,2,,2
3115,Uncommon Capital,24,,,101.36,,Early Stage VC,,4.20,Venture Capital,22,20,19,16,23,,,,,Venture Capital,,,,,22,20,19,13,23,,24
3116,Uncommon Denominator,32,,1,15.73,6.17,Early Stage VC,,4.21,Venture Capital,30,12,6,3,22,8,15.73,Consumer Non-Durables,Software,Venture Capital,15.73,15.73,15.73,,30,11,6,2,22,8,32
3117,Underscore VC,78,,2,225.00,61.14,Seed Round,,2.00,Venture Capital,71,36,20,10,50,11,150.21,Communications and Networking,Human Capital Services,Venture Capital,150.21,117.6,85,2,70,32,17,10,50,11,78
