investor_id,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments,primary_investor_type
2907,25,,2,66.00,0.00,Later Stage VC,46.27,10.74,Venture Capital,,,,,,13,46.00,Software,,,,,,,,,,,,
2908,,,,14.75,,Seed Round,,1.00,Venture Capital,1,,,,1,,,"Services (Non-Financial), Software",,,,,,,,,,,,
2909,118,,,31.61,,Later Stage VC,4.79,0.40,Venture Capital,8,,,,75,41,,Software,,,,,,,,,,,,
2910,34,,3,51.50,74.02,Seed Round,35.00,10.00,Venture Capital,30,16,10,8,23,6,87.1,Software,,,,,,,,,,,,
2911,,,,100.00,0.00,,,,,,,,,,,100,,,,,,,,,,,,,
2912,22,,,65.00,11.97,Early Stage VC,66.44,30.00,Venture Capital,21,9,6,,10,2,65.00,"Alternative Energy Equipment, Application Software, Automation/Workflow Software, Business/Productivity Software",,,,,,,,,,,,
2913,6,,,170.00,,Accelerator/Incubator,,,Other,5,1,,,5,1,,"Communications and Networking, Software",,,,,,,,,,,,
2914,62,,,160.00,,Later Stage VC,473.84,100.00,Venture Capital,12,2,,,21,36,393.54,"Media, Software",,,,,,,,,,,,
2915,54,,3,30.00,3.70,Later Stage VC,,9.06,Venture Capital,22,12,7,4,20,21,24.34,"Commercial Services, Consumer Products and Services (B2C), Software",,,,,,,,,,,,
2916,1,,,18.00,,Seed Round,15.00,3.50,Venture Capital,1, ,,,1,,,"Business Products and Services (B2B), Consumer Non-Durables, Information Technology, Materials and Resources, R",,,,,,,,,,,,
2917,,,,0.60,0.17,Early Stage VC,30.00,10.00,Venture Capital,,,,,,,0.6,"Agriculture, Commercial Produces",,,,,,,,,,,,
2918,,,,183.82,,Merger/Acquisition,6.70,6.70,Corporate,1,1,1,,,1,,,,,,,,,,,,,,
2919,129,,2,100.00,,Early Stage VC,,22.78,Venture Capital,46,29,20,11,38,47,45.00,"Communications and Networking, Financial Services, Healthcare Services, Healthcare Technology Systems, ITService",,,,,,,,,,,,
2920,,,,61.09,,Grant,,0.01,Other,,,,,,,,,,,,,,,,,,,,
2921,41,,2,76.99,16.14,Early Stage VC,,2.00,Venture Capital,25,14,7,,23,10,54.71,"Other Information Technology, Software",,,,,,,,,,,,
2922,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
2923,4,,,10.00,5.55,Later Stage VC,126.00,26.00,Venture Capital,4,,,,,,7.75,"Consumer Products and Services (B2C), IT Services, Other Information Technology, Software",,,,,,,,,,,,
2924,8,,,1.00,,Early Stage VC,,,Venture Capital,3,,,,7,,,"Business Products and Services (B2B), Financial Services, Information Technology",,,,,,,,,,,,
2925,2,,3,5.36,1.45,Early Stage VC,135.00,45.00,Venture Capital,,,,,,,3.00,Services (Non-Financial),,,,,,,,,,,,
2926,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,
2927,50,,,100.00,,Early Stage VC,27.00,4.00,Venture Capital,7,2,,8,31,,Software,,,,,,,,,,,,,
2928,,,,122.37,,,,,,,,,,,,,,,,,,,,,,,,,
2929,2,,2,10.19,7.00,Merger/Acquisition,,,Corporate,1,1,,,1,,10.00,"Healthcare Services, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2930,19,,3,17.00,2.80,Seed Round,16.25,4.75,Venture Capital,18,11,7,10,4,,0.65,Software,,,,,,,,,,,,
2931,24,,3,76.30,2.74,Later Stage VC,50.00,20.00,Venture Capital,,,,,10,,50.00,"Commercial Services, Healthcare Devices and Supplies, Healthcare Services, Pharmaceuticals and Biotechnology, Sof",,,,,,,,,,,,
2932,,,,75.00,3.75,,,,,,,,,,1,75.00,,,,,,,,,,,,,
2933,,,,72.19,,Grant,,0.25,Other,,,,,1,,,,,,,,,,,,,,,
2934,30,,,212.80,,Early Stage VC,,1.00,Venture Capital,29,21,9,6,22,,,Information Technology,,,,,,,,,,,,
2935,87,,4,50.00,1.34,Later Stage VC,30.65,23.75,Venture Capital,4,2,1,1,15,43,7.00,"Healthcare Devices and Supplies, Software",,,,,,,,,,,,
2936,,,,71.12,,Later Stage VC,,12.00,Venture Capital,1,1,,,1,,,"Business Products and Services (B2B), Computer Hardware, Consumer Durables, Energy Equipment, Energy Services,",,,,,,,,,,,,
2937,123,,9,26.79,0.00,Seed Round,,2.50,Venture Capital,1,1,1,1,4,60,50.00,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Services, Pharmaceuticals and Bioted",,,,,,,,,,,,
2938,,,,50.00,,,,,,,,,,,,,"Accounting, Audit and Tax Services (B2B), Air, BPO/Outsource Services, Buildings and Property, Commercial Products",,,,,,,,,,,,
2939,,,3,1.30,,,,,,,,,,,,,,,,,,,,,,,,,
2940,,,,102.85,,PE Growth/Expansion,,,Private Equity,,,,,,1,,"Healthcare Technology Systems, Software",,,,,,,,,,,,
2941,2,,,175.00,,Later Stage VC,176.84,32.84,Venture Capital,,,,,,,122.52,"Communications and Networking, Software",,,,,,,,,,,,
2942,,,,129.24,,Grant,,,Other,,,,,,,,"Commercial Services, Computer Hardware, Software",,,,,,,,,,,,
2943,46,,3,25.00,0.00,PE Growth/Expansion,,4.60,Private Equity,2,,,,9,31,100.00,"Commercial Products, Commercial Services, Energy Services, Other Business Produces and Services, Software",,,,,,,,,,,,
2944,,,,186.47,,,,,,,,,,,,,,,,,,,,,,,,,
2945,4,,,0.12,,Grant,,0.06,Other,,,,,,2,,"Commercial Services, Software",,,,,,,,,,,,
2946,1,,,0.42,,Seed Round,,0.75,Venture Capital,,,,,,,,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2947,,,1,163.60,,Early Stage VC,1.87,0.30,Venture Capital,,,,,,,91.73,"Commercial Services, Computer Hardware, Consumer Durables, Other Information Technology, Services (Non-Financ",,,,,,,,,,,,
2948,18,,3,183.00,14.79,Later Stage VC,51.16,11.16,Venture Capital,3,2,,,5,9,45.00,"Business Products and Services (B28), Consumer Products and Services (B2C), Energy, Financial Services, Materials an",,,,,,,,,,,,
2949,2,,,45.90,,Grant,,,Other,,,,,,,,"Commercial Products, Commercial Services, Software",,,,,,,,,,,,
2950,,,,83.54,,Grant,,0.10,Other,,,,,,,,Services (Non-Financial),,,,,,,,,,,,
2951,,,,210.90,,Grant,,2.50,Other,,,,1,,,,,,,,,,,,,,,,
2952,2,,,170.60,,Early Stage VC,54.32,9.00,Venture Capital,,,,,1,,,Software,,,,,,,,,,,,
2953,,,,86.00,,Early Stage VC,4.00,1.00,Venture Capital,,,,,,,,Software,,,,,,,,,,,,
2954,64,,6,20.00,0.00,Early Stage VC,12.70,3.23,Venture Capital,10,,,,,7,33.50,Software,,,,,,,,,,,,
2955,,,,250.00,,,,,,,,,,,,,Energy,,,,,,,,,,,,
2956,9,,,3.00,,Early Stage VC,,,Venture Capital,4,,,,,4,,"Aerospace and Defense, Agriculture, Automotive, Commercial Transportation, Energy, Financial Services, Governmen",,,,,,,,,,,,
2957,17,,2,24.90,4.00,Seed Round,11.00,2.00,Venture Capital,8,,,,,6,4.88,"IT Services, Other Information Technology, Software",,,,,,,,,,,,
2958,4,,,15.38,,Early Stage VC,,5.00,Venture Capital,4,,,,,,,"Chemicals and Gases, Commercial Products",,,,,,,,,,,,
2959,73,,4,175.20,39.85,Buyout/LBO,,,Private Equity,59,32,16,12,27,13,475,"Commercial Services, Healthcare Services, Services (Non-Financial)",,,,,,,,,,,,
2960,22,,,100.00,,PE Growth/Expansion,,,Private Equity,,2,,,11,10,,"Agriculture, Business Produces and Sen,ices (B2B), Energy, Financial Services, Healthcare, Restaurants, Hotels and Lei",,,,,,,,,,,,
2961,25,,,2.50,,Seed Round,6.00,1.50,Venture Capital,14,,,,21,3,,Software,,,,,,,,,,,,
2962,1,,,22.46,,Grant,,0.02,Other,,,,,,,,Healthcare Devices and Supplies,,,,,,,,,,,,
2963,8,,,50.00,,Later Stage VC,,3.11,Venture Capital,8,4,,,7,,,,,,,,,,,,,,,
2964,4,,,100.00,,Buyout/LBO,,,Private Equity,4,4,4,,3,,,"Agriculture, Business Produces and Services (B2B), Chemicals and Gases, Construction (Non-Wood), Consumer Produ",,,,,,,,,,,,
2965,34,,4,7.00,1.34,Later Stage VC,39.00,7.00,Venture Capital,,,,,9,15,7.00,"Commercial Services, Healthcare Devices and Supplies, Media, Software",,,,,,,,,,,,
2966,1,,,11.75,,Grant,,0.04,Other,,,,,,,,"Energy Services, Exploration, Production and Refining",,,,,,,,,,,,
2967,,,,102.95,,Grant,,0.13,Other,,,,,,,,"Healthcare Services, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2968,,,,95.56,,Merger/Acquisition,,,Corporate,,,,,,,,,,,,,,,,,,,,
2969,3,,,39.06,,Grant,,1.03,Other,,,,,,,,"Commercial Services, Communications and Networking, Media",,,,,,,,,,,,
2970,2,,4,120.10,23.10,Corporate Asset Purchase,11.50,11.50,Corporate,,,,,,,110.00,"Commercial Products, Commercial Services, Commercial Transportation, Other Business Produces and Services, Othe",,,,,,,,,,,,
2971,,,,142.93,,Later Stage VC,70.63,13.00,Venture Capital,,,,,,1,,Healthcare Devices and Supplies,,,,,,,,,,,,
2972,,,2,63.00,7.35,,,,,,,,,,,3.73,,,,,,,,,,,,,
2973,2,,2,230.00,,Later Stage VC,245.50,45.50,Venture Capital,,,,,,,230,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2974,2,,,53.11,,Early Stage VC,45.00,15.00,Venture Capital,,,,,,,,,,,,,,,,,,,,
2975,,,,41.85,,Grant,,0.75,Other,,,,,,,,Services (Non-Financial),,,,,,,,,,,,
2976,,,,28.98,,,,,,,,,,,1,,"Consumer Non-Durables, Retail",,,,,,,,,,,,
2977,,,,48.41,,,,,,,,,,,,,"Other Financial Services, Other Information Technology, Software",,,,,,,,,,,,
2978,2,,,8.10,,Grant,,0.20,Other,2,1,,,2,,,Healthcare Devices and Supplies,,,,,,,,,,,,
2979,2,,,17.05,,Later Stage VC,,,Venture Capital,,,,,,1,,"Energy Equipment, Exploration, Production and Refining",,,,,,,,,,,,
2980,,,,72.95,,Seed Round,4.52,1.53,Venture Capital,,,,,1,,,"Healthcare Technology Systems, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2981,47,,2,7.70,0.87,Later Stage VC,13.00,5.00,Venture Capital,26,8,2,,20,11,5.00,"Financial Services, Healthcare, Software, Utilities",,,,,,,,,,,,
2982,54,,,64.09,,Later Stage VC,"1,250.00",150.00,Venture Capital,22,9,7,,16,19,,"Pharmaceuticals and Biotechnology, Software",,,,,,,,,,,,
2983,12,,4,40.00,0.00,Seed Round,,3.40,Venture Capital,,,1,,3,8,8.00,Software,,,,,,,,,,,,
2984,,,,20.63,,Equity Crowdfunding,,0.21,Individual,,,,,1,,,"Commercial Services, Other Business Products and Services",,,,,,,,,,,,
2985,4,,,52.55,,Buyout/LBO,,,Private Equity,,,1,,1,2,,Other Financial Services,,,,,,,,,,,,
2986,3,,,44.40,,Grant,,0.18,Other,,,,,3,,,"Pharmaceuticals and Biotechnology, Software",,,,,,,,,,,,
2987,29,,3,37.00,6.55,Early Stage VC,122.00,27.00,Venture Capital,22,7,2,,17,7,8.70,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
2988,5,,,"183,82",,Grant,,0.10,Other,,,,,3,,,Services (Non•Financial),,,,,,,,,,,,
2989,,,,119.02,,Later Stage VC,20.71,5.41,Venture Capital,,,,,,1,,"Healthcare Technology Systems, Media, Software",,,,,,,,,,,,
2990,5,,,10.00,4.56,Later Stage VC,,,Venture Capital,4,4,3,,5,,22.00,"Commercial Services, Retail",,,,,,,,,,,,
2991,,,,62.20,62.25,,,,,,,,,,,62.25,,,,,,,,,,,,,
2992,2,,,40.86,,Later Stage VC,,15.20,Venture Capital,2,,1,,1,,,"Other Financial Services, Software",,,,,,,,,,,,
2993,21,,,40.00,,Buyout/lBO,,,Private Equity,,,2,,3,10,,"Other Information Technology, Restaurants, Hotels and Leisure, Services (Non-Financial)",,,,,,,,,,,,
2994,,,,64.24,,,,,,,,,,,,,"Biotechnology, Other Pharmaceuticals and Biotechnology",,,,,,,,,,,,
2995,17,,,45.00,,Buyout/LBO,,,Private Equity,,,,,3,11,,Commercial Products,,,,,,,,,,,,
2996,38,,2,21.20,17.89,Buyout/LBO,,,Private Equity,27,8,4,,23,9,19.38,"Consumer Durables, Consumer Non-Durables, Distributors/Wholesale (82Q, Healthcare Services, Media, Restaurants",,,,,,,,,,,,
2997,,,1,30.00,3.00,,,,,,,,,,,30.00,,,,,,,,,,,,,
2998,,,2,85.50,82.36,,,,,,,,,,,19.90,,,,,,,,,,,,,
2999,,,,151.19,,Early Stage VC,4.00,1.00,Venture Capital,,,,,1,,,,,,,,,,,,,,,
3000,,,,15.84,,PIPE,,220.00,Corporate,,,1,1,1,,,,,,,,,,,,,,,
3001,5,,,140.46,,Merger/Acquisition,,,Corporate,2,,,,,,,"Clinics/Outpatiem Services, Elder and Disabled Care, Hospitals/Inpatient Services, Managed Care, Other Devices and",,,,,,,,,,,,
3002,,,,135.00,0.00,Corporate,,,Corporate,,,,,,3,2.800.00,"Healthcare Services, Insurance, Other Financial Services",,,,,,,,,,,,
3003,1,,,2.04,,Grant,,20.00,Other,,,,,1,,,"Media, Software",,,,,,,,,,,,
3004,37,,9,10.00,0.62,later Stage VC,,12.00,Venture Capital,,2,,,3,11,2.35,"Commercial Services, Healthcare Devices and Supplies, Software, Utilities",,,,,,,,,,,,
3005,10,,,55.00,9.30,Buyout/lBO,,,Private Equity,,,,,,7,55,"Apparel and Accessories, Commercial Products, Retail",,,,,,,,,,,,
3006,1,,,30.26,,later Stage VC,14.67,5.67,Venture Capital,,,,,,,,,,,,,,,,,,,,
3007,,,,100.00,21.82,,,,,,,,,,,100.00,,,,,,,,,,,,,
3008,,,,68.43,,Early Stage VC,4.30,1.45,Venture Capital,,,,,,,,,,,,,,,,,,,,
3009,2,,,0.38,,PE Growth/Expansion,42.83,7.14,Private Equity,,,,,,,,"Commercial Services, Media",,,,,,,,,,,,
3010,24,,,26.50,10.39,Seed Round,,8.64,Venture Capital,14,9,6,,17,,26.50,Software,,,,,,,,,,,,
3011,14,,2,10.00,1.60,Buyout/lBO,,,Private Equity,,,,,,10,12.50,Software,,,,,,,,,,,,
3012,8,,,3.16,,Seed Round,,0.89,Venture Capital,7,,,,7,1,,"Energy, Financial Services, Media, Other Consumer Products and Services, Other Information Technology, Retail, Soh",,,,,,,,,,,,
3013,,,,0.49,,Grant,,,Other,,,,,1,,10.00,"Media, Software",,,,,,,,,,,,
3014,15,,2,49.10,45.52,Merger/Acquisition,,,Corporate,13,8,,,9,2,27,Software,,,,,,,,,,,,
3015,4,,,118.56,,PIPE,,,Corporate,,,,,,4,,"Commercial Products, Computer Hardware, Semiconductors, Software",,,,,,,,,,,,
3016,1,,,84.41,,Accelerator/Incubator,,0.01,Other,,,,,,1,,Software,,,,,,,,,,,,
3017,5,,,67.67,,Grant,,0.01,Other,2,,,,,2,,"Chemicals and Gases, Construction (Non-Wood), Other Materials",,,,,,,,,,,,
3018,5,,,97.55,,Seed Round,6.15,2.65,Venture Capital,,,,,,2,,Software,,,,,,,,,,,,
3019,98,,3,1.50,0.02,Early Stage VC,92.00,22.00,Venture Capital,82,27,12,,72,14,,"Commercial Services, Other Financial Services, Software",,,,,,,,,,,,
3020,44,,,103.30,,Early Stage VC,61.03,16.03,Venture Capital,43,42,30,13,34,,,,,,,,,,,,,,,
3021,1,,,23.26,,Accelerator/Incubator,,,Other,,,,,,1,,Commercial Services,,,,,,,,,,,,
3022,29,,,20.00,2.76,Seed Round,57.00,20.00,Venture Capital,12,4,4,,9,13,20.00,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3023,11,,,19.74,,Grant,,3.50,Other,4,,,,8,2,,Services (Non-Financial),,,,,,,,,,,,
3024,53,,4,76.99,0.00,Early Stage VC,,3.75,Venture Capital,21,8,7,,23,19,45.03,"Commercial Products, Healthcare Devices and Supplies, Healthcare Technology Systems, Other Business Products an",,,,,,,,,,,,
3025,147,,3,44.30,7.70,Seed Round,,5.60,Venture Capital,79,43,29,15,69,51,,"Financial Sofrware, Other Financial Services, Other Information Technology, Ocher Software",,,,,,,,,,,,
3026,32,,2,31.00,34.17,Seed Round,,6.00,Venture Capital,27,24,16,9,31,,31.00,,,,,,,,,,,,,
3027,109,,3,40.30,4.70,Early Stage VC,,,Venture Capital,73,33,22,11,82,13,20.00,"Agriculture, Business Produc;:s and Services (B2B), Energy, Financial Services, Food Products, Information Technology",,,,,,,,,,,,
3028,53,,,104.70,,Later Stage VC,"1,100.00",157.00,Venture Capital,8,2,,,21,26,,Software,,,,,,,,,,,,
3029,,,,150.00,,,,,,,,,,,,150,"Business Products and Services (B2B), Information Technology",,,,,,,,,,,,
3030,,,,130.00,,,,,,,,,,,,,Other Financial Services,,,,,,,,,,,,
3031,20,,,50.00,4.38,Later Stage VC,34.18,15.00,Venture Capital,8,,,,7,9,50.00,"Healthcare Devices and Supplies, Healthcare Technology Systems, Software",,,,,,,,,,,,
3032,17,,,100.00,,Seed Round,19.50,4.50,Venture Capital,17,12,10,9,13,,,,,,,,,,,,,,,
3033,9,,,50.00,,Later Stage VC,9.00,1.50,Venture Capital,4,,,,8,2,,Software,,,,,,,,,,,,
3034,58,,,160.00,0.00,Later Stage VC,,19.00,Venture Capital,,,,,,34,30,Software,,,,,,,,,,,,
3035,,,,6.45,,PIPE,,1.00,Private Equity,,,,,,1,,Healthcare Technology Systems,,,,,,,,,,,,
3036,11,,,20.00,,Seed Round,12.04,3.04,Corporate,4,,,,3,7,,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3037,,,2,135.00,276.49,,,,,,,,,,,305.00,,,,,,,,,,,,,
3038,4,,,49.52,,Early Stage VC,,17.50,Venture Capital,3,,,,3,,,"Consume, Non·Durables",,,,,,,,,,,,
3039,59,,,100.00,,Seed Round,,35.00,Venture Capital,10,4,,,17,35,,Software,,,,,,,,,,,,
3040,10,,,20.00,,Later Stage VC,,8.00,Venture Capital,2,,,,9,,,Commercial Services,,,,,,,,,,,,
3041,26,,,50.00,0.00,Later Stage VC,,4.00,Venture Capital,2,,,,9,10,50,"Commercial Services, Software",,,,,,,,,,,,
3042,,,,17.72,1.29,Early Stage VC,45.00,9.00,Venture Capital,,,,,,,12.91,"Consumer Durables, Retail, Software",,,,,,,,,,,,
3043,,,,23.80,,Secondary Transaction,4.88,0.78,Private Equity,,,,,,1,,,,,,,,,,,,,,
3044,20,,,150.00,,PE Growth/Expansion,,,Private Equity,14,,,,12,,,"Agriculture, Building Products, Energy, Environmental Services (B2B), Food Products, Industrial Supplies and Parts, O",,,,,,,,,,,,
3045,21,,,2.59,0.45,Later Stage VC,33.51,8.51,Venture Capital,2,2,,,4,17,2.59,Software,,,,,,,,,,,,
3046,244,,,25.00,4.60,Accelerator/Incubator,,,Other,164,21,13,7,189,34,25,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3047,54,,2,45.00,13.30,Later Stage VC,100.50,34.00,Venture Capital,48,17,12,7,33,6,16.23,Software,,,,,,,,,,,,
3048,,,,50.00,13.06,Early Stage VC,,0.75,Venture Capital,1,,,,,1,50,Software,,,,,,,,,,,,
3049,8,,3,0.05,0.00,Later Stage VC,6.50,1.50,Venture Capital,4,,,,7,,,"Commercial Services, Other Financial Services, Software",,,,,,,,,,,,
3050,64,,2,213.00,0.00,Later Stage VC,121.63,64.00,Venture Capital,7,,,,7,30,0.50,"Commercial Products, Construction (Non•Wood), Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3051,29,,3,90.00,11.04,Seed Round,20.80,7.80,Venture Capital,7,,,,9,20,60.00,Pharmaceuticals and Biotechnology,,,,,,,,,,,,
3052,73,,7,218.18,,Later Stage VC,,33.00,Venture Capital,63,37,19,10,59,12,,"Consumer Products and Services (B2C), Healthcare, Industrial Supplies and Parts, Information Technology, Media and",,,,,,,,,,,,
3053,1,,,247.03,,Grant,3.00,0.01,Other,,,,,,,,,,,,,,,,,,,,
3054,13,,,19.00,3.86,Buyout/LBO,,,Venture Capital,2,,,,,14,19.00,"Commercial Products, Energy Services, Exploration, Production and Refining, Information Technology",,,,,,,,,,,,
3055,5,,,86.13,,Accelerator/Incubator,,0.01,Other,3,2,,,5,,,"Healthcare Services, Software",,,,,,,,,,,,
3056,2,,,105.11,,Grant,,0.05,Other,2,,,,,,,"Commercial Products, Consumer Non-Durables, Services (Non-Financial)",,,,,,,,,,,,
3057,2,,,16.60,11.62,Seed Round,,1.00,Venture Capital,2,,,,,,16.60,"Commercial Products, Commercial Services, Consumer Durables, Consumer Non-Durables, IT Services, Services (Non",,,,,,,,,,,,
3058,3,,,100.00,4.87,PE Growth/Expansion,,,Private Equity,,,,,,2,100,"Other Business Products and Services, Other Consumer Products and Services, Other Information Technology",,,,,,,,,,,,
3059,23,,3,33.80,2.53,Later Stage VC,22.25,8.03,Venture Capital,,,,,10,8,24.38,"Capital Markets/Institutions, Energy Services, Media, Software",,,,,,,,,,,,
3060,22,,,50.00,20.00,Early Stage VC,500.00,25.00,Venture Capital,20,18,11,,19,,50,Software,,,,,,,,,,,,
3061,55,,,200.00,,Buyout/LBO,,,Private Equity,11,,,,,30,,"Commercial Services, Distributors/Wholesale, Healthcare Services, Software",,,,,,,,,,,,
3062,4,,1,20.00,1.00,Later Stage VC,172.61,15.85,Venture Capital,,,,,3,2,20.00,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3063,57,,6,160.00,29.36,Seed Round,,3.00,Venture Capital,35,20,6,,47,3,17.95,Software,,,,,,,,,,,,
3064,105,,3,30.00,2.63,Seed Round,,2.50,Venture Capital,31,7,6,,32,58,18.35,"Media, Software",,,,,,,,,,,,
3065,,,3,38.24,10.10,,,,,,,,,,,15.40,,,,,,,,,,,,,
3066,4,,,60.00,6.74,Buyout/LBO,24.15,24.15,Private Equity,,,,,,,60,"Commercial Products, Containers and Packaging",,,,,,,,,,,,
3067,,,,0.84,0.00,,,,,,,,,,,2.40,"Aquaculture, Cultivation, Environmental Services (B2B), Other Agriculture",,,,,,,,,,,,
3068,25,,,100.00,39.86,Early Stage VC,,,Venture Capital,20,10,7,,19,,100.00,"Commercial Services, Communications and Networking, Computer Hardware, Healthcare Technology Systems, IT Sen",,,,,,,,,,,,
3069,7,,,128.00,100.40,Later Stage VC,105.71,65.71,Venture Capital,7,,,,,3,128.00,"Biotechnology, Diagnostic Equipment, Drug Discovery, Healthcare Technology Systems, Other Devices and Supplies,",,,,,,,,,,,,
3070,6,,,30.00,21.00,Later Stage VC,50.29,10.29,Venture Capital,,,,,5,,30,"Business/Productivity Software, Commercial Services",,,,,,,,,,,,
3071,40,,,50.00,,Seed Round,,5.80,Venture Capital,34,29,15,,36,3,,"Business Products and Services (B2B), Internet Service Providers, IT Services, Other Communications and Networking",,,,,,,,,,,,
3072,,,1,0.20,0.14,,,,,,,,,,,0.20,"Buildings and Property, Real Estate Services (B2C)",,,,,,,,,,,,
3073,48,,2,105.00,0.00,PIPE,,40.00,Venture Capital,1,,,,,21,,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,,,,,,,,
3074,5,,,150.00,,Merger/Acquisition,,,Corporate,3,,,,,,,Software,,,,,,,,,,,,
3075,6,,,23.00,0.45,Later Stage VC,146.59,36.59,Venture Capital,,,,,4,,23.00,"Media, Software",,,,,,,,,,,,
3076,3,,,200.00,,Later Stage VC,,15.00,Venture Capital,,,,,,,200.00,"Communications and Networking, Media, Software",,,,,,,,,,,,
3077,,,,137.50,,,,,,,,,,,,,"Healthcare Services, Healthcare Technology Systems",,,,,,,,,,,,
3078,20,,,40.00,,Later Stage VC,,18.00,Venture Capital,,,,,,13,,Software,,,,,,,,,,,,
3079,63,,4,200.00,3.11,Later Stage VC,80.00,25.00,Venture Capital,35,19,13,,26,12,,Healthcare Devices and Supplies,,,,,,,,,,,,
3080,,,,0.40,,Seed Round,1.52,0.15,Venture Capital,,,,,,,,"Energy, Industrial Supplies and Parts",,,,,,,,,,,,
3081,72,,,60.00,,Early Stage VC,,19.00,Venture Capital,13,8,,,26,45,,Software,,,,,,,,,,,,
